accuracy,loss,val_accuracy,val_loss,learning_rate
0.4228000044822693,1.6104317903518677,0.5444999933242798,1.2984031438827515,0.0010000000474974513
0.56454998254776,1.2538392543792725,0.629800021648407,1.1108723878860474,0.0010000000474974513
0.6248499751091003,1.1115018129348755,0.656000018119812,1.0723305940628052,0.0010000000474974513
0.6606500148773193,1.0165377855300903,0.6830999851226807,0.9934347867965698,0.0010000000474974513
0.6850500106811523,0.9600911140441895,0.7006999850273132,0.931843638420105,0.0010000000474974513
0.7052000164985657,0.9137549996376038,0.6948999762535095,0.9578425884246826,0.0010000000474974513
0.7209749817848206,0.8741418123245239,0.7239000201225281,0.8854284286499023,0.0010000000474974513
0.7331749796867371,0.8469244837760925,0.725600004196167,0.8921425938606262,0.0010000000474974513
0.7456499934196472,0.8154800534248352,0.732200026512146,0.8797411322593689,0.0010000000474974513
0.7533749938011169,0.7942727208137512,0.7261999845504761,0.9055346846580505,0.0010000000474974513
0.7606250047683716,0.7744318842887878,0.7315999865531921,0.8835580348968506,0.0010000000474974513
0.770675003528595,0.7516883611679077,0.7268999814987183,0.905198335647583,0.0010000000474974513
0.8036249876022339,0.6611856818199158,0.7538999915122986,0.8527851700782776,0.00020000000949949026
0.8152499794960022,0.6343185901641846,0.7573999762535095,0.8447369933128357,0.00020000000949949026
0.8189250230789185,0.6203342080116272,0.7638000249862671,0.8324298858642578,0.00020000000949949026
0.8205749988555908,0.6124160885810852,0.7631999850273132,0.8269035220146179,0.00020000000949949026
0.8266749978065491,0.6003285646438599,0.7623999714851379,0.8261256814002991,0.00020000000949949026
0.8271750211715698,0.5936782956123352,0.766700029373169,0.8281515836715698,0.00020000000949949026
0.8289499878883362,0.5882440209388733,0.761900007724762,0.8372686505317688,0.00020000000949949026
0.8332250118255615,0.5799096822738647,0.7615000009536743,0.8428407311439514,0.00020000000949949026
0.8421499729156494,0.553999125957489,0.7684999704360962,0.8117755651473999,4.0000002627493814e-05
0.8435500264167786,0.5490797162055969,0.7728000283241272,0.8077958226203918,4.0000002627493814e-05
0.8452749848365784,0.5468004941940308,0.7718999981880188,0.8140319585800171,4.0000002627493814e-05
0.8448749780654907,0.5419276356697083,0.7749000191688538,0.8068863153457642,4.0000002627493814e-05
0.8466249704360962,0.5391777157783508,0.7727000117301941,0.8054226636886597,4.0000002627493814e-05
0.848800003528595,0.534506618976593,0.7736999988555908,0.80899578332901,4.0000002627493814e-05
0.8469250202178955,0.5362242460250854,0.7749000191688538,0.8019284605979919,4.0000002627493814e-05
0.849049985408783,0.5292745232582092,0.774399995803833,0.8119348287582397,4.0000002627493814e-05
0.8497499823570251,0.5296801328659058,0.7738999724388123,0.8073911666870117,4.0000002627493814e-05
0.8502500057220459,0.5290188193321228,0.7738999724388123,0.8105205297470093,4.0000002627493814e-05
