accuracy,loss,val_accuracy,val_loss,epoch
0.19642500579357147,2.141679286956787,0.2522999942302704,1.9833439588546753,1
0.225724995136261,2.0452682971954346,0.3091000020503998,1.9223027229309082,2
0.234825000166893,2.0204498767852783,0.31029999256134033,1.9190291166305542,3
0.23970000445842743,2.017817974090576,0.335099995136261,1.8692601919174194,4
0.24107499420642853,2.009716510772705,0.32659998536109924,1.895081877708435,5
0.24285000562667847,2.0057008266448975,0.34139999747276306,1.8752686977386475,6
0.2480500042438507,2.0007169246673584,0.3312999904155731,1.8752092123031616,7
0.2447499930858612,2.0041751861572266,0.328000009059906,1.8647029399871826,8
0.24687500298023224,1.992199420928955,0.33469998836517334,1.8653502464294434,9
0.2500250041484833,1.992850422859192,0.3303000032901764,1.8820521831512451,10
