accuracy,loss,val_accuracy,val_loss,epoch
0.3570750057697296,1.7675584554672241,0.5130000114440918,1.39765465259552,1
0.4704500138759613,1.479491949081421,0.5561000108718872,1.279477834701538,2
0.5271499752998352,1.3597356081008911,0.6201000213623047,1.1308135986328125,3
0.5579000115394592,1.2780829668045044,0.6288999915122986,1.0971205234527588,4
0.5874249935150146,1.2142157554626465,0.6504999995231628,1.0565212965011597,5
0.604075014591217,1.1710020303726196,0.6554999947547913,1.0498716831207275,6
0.6151250004768372,1.137886643409729,0.671500027179718,1.0141271352767944,7
0.6295999884605408,1.1173977851867676,0.6840999722480774,0.981404185295105,8
0.6418750286102295,1.0835950374603271,0.676800012588501,1.0091272592544556,9
0.6555749773979187,1.0533795356750488,0.6815000176429749,0.996092677116394,10
0.6633750200271606,1.0302525758743286,0.6747000217437744,1.0246365070343018,11
0.6651250123977661,1.0215731859207153,0.6865000128746033,0.9939326047897339,12
0.6748999953269958,0.9986668825149536,0.6811000108718872,1.0156582593917847,13
