accuracy,loss,val_accuracy,val_loss,epoch
0.19300000369548798,2.1316745281219482,0.28690001368522644,1.9523574113845825,1
0.2152000069618225,2.053295135498047,0.31220000982284546,1.9076273441314697,2
0.22257499396800995,2.039161443710327,0.3059000074863434,1.9201785326004028,3
0.22922499477863312,2.026066541671753,0.3098999857902527,1.8995978832244873,4
0.22967499494552612,2.0179338455200195,0.3215000033378601,1.890991449356079,5
0.23272499442100525,2.015503168106079,0.32120001316070557,1.892640233039856,6
0.22962500154972076,2.011190891265869,0.33390000462532043,1.882813811302185,7
0.23122499883174896,2.009312868118286,0.31290000677108765,1.9122694730758667,8
0.235275000333786,2.0033209323883057,0.328000009059906,1.8924974203109741,9
0.2328999936580658,2.0035507678985596,0.33550000190734863,1.8617790937423706,10
