accuracy,loss,val_accuracy,val_loss,epoch
0.36957499384880066,1.7173365354537964,0.5393999814987183,1.3277968168258667,1
0.5013750195503235,1.3885685205459595,0.5863000154495239,1.180098533630371,2
0.5484499931335449,1.256395936012268,0.6290000081062317,1.0561730861663818,3
0.5796250104904175,1.1741175651550293,0.6462000012397766,1.009213924407959,4
0.5981500148773193,1.12501859664917,0.6553000211715698,0.9843526482582092,5
0.6182500123977661,1.07135009765625,0.6601999998092651,0.9587424993515015,6
0.6341500282287598,1.0246394872665405,0.6699000000953674,0.9410132765769958,7
0.6452000141143799,0.9879101514816284,0.6761999726295471,0.9184280037879944,8
0.6613749861717224,0.9508957266807556,0.6754000186920166,0.9146426916122437,9
0.6704750061035156,0.9184765815734863,0.6832000017166138,0.9011308550834656,10
0.680275022983551,0.8935248851776123,0.6917999982833862,0.8924594521522522,11
0.6847500205039978,0.8756529092788696,0.6873000264167786,0.9085879921913147,12
0.6957499980926514,0.8384358286857605,0.6881999969482422,0.9026983380317688,13
0.7010999917984009,0.8180211186408997,0.6814000010490417,0.918982207775116,14
0.7063249945640564,0.8028153777122498,0.6922000050544739,0.9089086651802063,15
