accuracy,loss,val_accuracy,val_loss
0.2700999975204468,1.9910858869552612,0.3776000142097473,1.6999859809875488
0.3953999876976013,1.6979163885116577,0.4796000123023987,1.479124903678894
0.44519999623298645,1.6005812883377075,0.5001999735832214,1.4476202726364136
0.46619999408721924,1.5565458536148071,0.51910001039505,1.420852780342102
0.484375,1.5276471376419067,0.5360000133514404,1.3899630308151245
0.49985000491142273,1.5013997554779053,0.5551999807357788,1.4100359678268433
0.5178999900817871,1.4670474529266357,0.5446000099182129,1.3999665975570679
0.5277249813079834,1.4530975818634033,0.5859000086784363,1.309198021888733
0.5476499795913696,1.4081226587295532,0.5527999997138977,1.4310563802719116
0.5545499920845032,1.3918628692626953,0.5995000004768372,1.2830712795257568
0.5763499736785889,1.3408787250518799,0.607200026512146,1.2598028182983398
0.5895500183105469,1.3101474046707153,0.6323999762535095,1.199818730354309
0.602649986743927,1.2781391143798828,0.6225000023841858,1.2445039749145508
0.6208249926567078,1.228659987449646,0.646399974822998,1.1681532859802246
0.6327750086784363,1.1958653926849365,0.6521999835968018,1.1548956632614136
0.6466249823570251,1.1571433544158936,0.6547999978065491,1.1453315019607544
0.6546750068664551,1.1295281648635864,0.6777999997138977,1.0864540338516235
0.66839998960495,1.0885320901870728,0.6741999983787537,1.105836033821106
0.6869500279426575,1.0423130989074707,0.6945000290870667,1.0612528324127197
0.6947749853134155,1.0093295574188232,0.7023000121116638,1.015968918800354
0.7113999724388123,0.9682767391204834,0.7124000191688538,0.9959887862205505
0.7207000255584717,0.9378028512001038,0.7265999913215637,0.9519573450088501
0.7285749912261963,0.9051263928413391,0.7271999716758728,0.9489718675613403
0.7368749976158142,0.8846899271011353,0.7329000234603882,0.9434979557991028
0.7481250166893005,0.8528409004211426,0.7408999800682068,0.9052839875221252
0.75204998254776,0.8364753723144531,0.7414000034332275,0.9124403595924377
0.7582499980926514,0.819100558757782,0.7458000183105469,0.8962038159370422
0.7649750113487244,0.8103412389755249,0.7519000172615051,0.8785274624824524
0.7650499939918518,0.7992916703224182,0.7513999938964844,0.870538592338562
0.769474983215332,0.7911068797111511,0.7531999945640564,0.8683587908744812
