accuracy,loss,val_accuracy,val_loss,learning_rate
0.36127498745918274,1.750397801399231,0.519599974155426,1.3435028791427612,0.0010000000474974513
0.49959999322891235,1.4108235836029053,0.5942000150680542,1.1919113397598267,0.0010000000474974513
0.5677000284194946,1.257307767868042,0.6396999955177307,1.0826116800308228,0.0010000000474974513
0.61080002784729,1.1524441242218018,0.6685000061988831,1.0134379863739014,0.0010000000474974513
0.6475250124931335,1.066280722618103,0.6847000122070312,0.9666134715080261,0.0010000000474974513
0.6746500134468079,1.0009174346923828,0.6988999843597412,0.9420502185821533,0.0010000000474974513
0.6950250267982483,0.9541740417480469,0.7024000287055969,0.9283826351165771,0.0010000000474974513
0.7144250273704529,0.9032253623008728,0.7193999886512756,0.8998998999595642,0.0010000000474974513
0.7310000061988831,0.8709219694137573,0.7285000085830688,0.8939661383628845,0.0010000000474974513
0.7408000230789185,0.8387514352798462,0.7315999865531921,0.8914827108383179,0.0010000000474974513
0.7542250156402588,0.804827868938446,0.7454000115394592,0.8698620796203613,0.0010000000474974513
0.7661499977111816,0.7779080271720886,0.7315999865531921,0.9094088077545166,0.0010000000474974513
0.7746250033378601,0.7589685916900635,0.7358999848365784,0.9268878102302551,0.0010000000474974513
0.7800999879837036,0.7377927899360657,0.7335000038146973,0.9403862357139587,0.0010000000474974513
0.8183749914169312,0.6298108100891113,0.7574999928474426,0.8591114282608032,0.00020000000949949026
0.8306499719619751,0.6010413765907288,0.7613000273704529,0.8605157136917114,0.00020000000949949026
0.8382250070571899,0.5762950778007507,0.7645000219345093,0.861779510974884,0.00020000000949949026
0.8396000266075134,0.5666888952255249,0.7602999806404114,0.8620978593826294,0.00020000000949949026
0.8547000288963318,0.5309809446334839,0.7645000219345093,0.8657419085502625,4.0000002627493814e-05
0.854200005531311,0.5271601676940918,0.7652000188827515,0.8672524690628052,4.0000002627493814e-05
