accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.3616499900817871,1.772766351699829,0.5073999762535095,1.3881255388259888,0.0010000000474974513,1
0.4740000069141388,1.4965488910675049,0.5516999959945679,1.2907021045684814,0.0010000000474974513,2
0.5131000280380249,1.399295449256897,0.5867000222206116,1.1886565685272217,0.0010000000474974513,3
0.5389249920845032,1.3427298069000244,0.6133999824523926,1.1395947933197021,0.0010000000474974513,4
0.5601750016212463,1.2939504384994507,0.6326000094413757,1.1002503633499146,0.0010000000474974513,5
0.5754749774932861,1.2648001909255981,0.6244999766349792,1.1540225744247437,0.0010000000474974513,6
0.589775025844574,1.2341313362121582,0.6401000022888184,1.1202335357666016,0.0010000000474974513,7
0.5987250208854675,1.214914083480835,0.6450999975204468,1.0990971326828003,0.0010000000474974513,8
0.6089249849319458,1.1989883184432983,0.6680999994277954,1.039379596710205,0.0010000000474974513,9
0.6134750247001648,1.1848443746566772,0.6617000102996826,1.0663917064666748,0.0010000000474974513,10
0.6233000159263611,1.1616575717926025,0.6712999939918518,1.049941897392273,0.0010000000474974513,11
0.6237249970436096,1.1616294384002686,0.6754999756813049,1.0247749090194702,0.0010000000474974513,12
0.6317750215530396,1.1465474367141724,0.6717000007629395,1.0408246517181396,0.0010000000474974513,13
0.6360499858856201,1.1294416189193726,0.675000011920929,1.0306804180145264,0.0010000000474974513,14
0.6409000158309937,1.125438928604126,0.6764000058174133,1.0367172956466675,0.0010000000474974513,15
0.6656500101089478,1.0539652109146118,0.6909000277519226,0.9889863133430481,0.00020000000949949026,16
0.6693999767303467,1.0294984579086304,0.6845999956130981,1.004687786102295,0.00020000000949949026,17
0.6717749834060669,1.0262129306793213,0.6959999799728394,0.9726312756538391,0.00020000000949949026,18
0.6787499785423279,1.0104421377182007,0.6949999928474426,0.969967782497406,0.00020000000949949026,19
0.6777999997138977,1.0133776664733887,0.6983000040054321,0.9602884650230408,0.00020000000949949026,20
