accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.3372499942779541,1.8183385133743286,0.46650001406669617,1.4763671159744263,0.0010000000474974513,1
0.44312500953674316,1.5601311922073364,0.5282999873161316,1.3301197290420532,0.0010000000474974513,2
0.48022499680519104,1.477489948272705,0.5555999875068665,1.2761398553848267,0.0010000000474974513,3
0.5025249719619751,1.4192309379577637,0.5812000036239624,1.22780442237854,0.0010000000474974513,4
0.5238500237464905,1.3729453086853027,0.5916000008583069,1.2094237804412842,0.0010000000474974513,5
0.5425999760627747,1.3334530591964722,0.5982000231742859,1.1941730976104736,0.0010000000474974513,6
0.553974986076355,1.300659418106079,0.6118000149726868,1.1654443740844727,0.0010000000474974513,7
0.5651999711990356,1.2742213010787964,0.6284999847412109,1.1197988986968994,0.0010000000474974513,8
0.5768499970436096,1.254581332206726,0.6333000063896179,1.1120623350143433,0.0010000000474974513,9
0.5866749882698059,1.242797613143921,0.6407999992370605,1.11983060836792,0.0010000000474974513,10
0.5896999835968018,1.2281379699707031,0.652999997138977,1.0764663219451904,0.0010000000474974513,11
0.6019250154495239,1.200575351715088,0.6535999774932861,1.0791136026382446,0.0010000000474974513,12
0.6060000061988831,1.1956881284713745,0.6690000295639038,1.0179872512817383,0.0010000000474974513,13
0.6070749759674072,1.18720543384552,0.6614000201225281,1.058005690574646,0.0010000000474974513,14
0.612500011920929,1.1748813390731812,0.6657999753952026,1.044252872467041,0.0010000000474974513,15
0.6140999794006348,1.1695719957351685,0.6509000062942505,1.0964021682739258,0.0010000000474974513,16
0.6352249979972839,1.1100646257400513,0.675599992275238,1.024056077003479,0.00020000000949949026,17
0.646399974822998,1.084601640701294,0.6729000210762024,1.018986463546753,0.00020000000949949026,18
