accuracy,loss,val_accuracy,val_loss,epoch
0.36675000190734863,1.7449390888214111,0.517300009727478,1.374269962310791,1
0.4873749911785126,1.4472674131393433,0.5720999836921692,1.2357984781265259,2
0.5296249985694885,1.3528536558151245,0.6133000254631042,1.1443575620651245,3
0.5565249919891357,1.2808374166488647,0.6326000094413757,1.1029014587402344,4
0.5797500014305115,1.233350157737732,0.6392999887466431,1.0798639059066772,5
0.5979499816894531,1.1851732730865479,0.6543999910354614,1.0495667457580566,6
0.6137999892234802,1.1439114809036255,0.6610999703407288,1.022872805595398,7
0.6305999755859375,1.1094917058944702,0.6665999889373779,1.0111767053604126,8
0.6412000060081482,1.0832133293151855,0.6740999817848206,1.0021134614944458,9
0.6498249769210815,1.0566291809082031,0.6751999855041504,1.0095947980880737,10
0.6612250208854675,1.0312308073043823,0.6866999864578247,0.9925732612609863,11
0.6694499850273132,1.019353985786438,0.6901999711990356,0.9816518425941467,12
0.6782500147819519,0.9951133728027344,0.6837000250816345,1.0048452615737915,13
0.685824990272522,0.9740135669708252,0.682699978351593,1.0109145641326904,14
0.6913750171661377,0.9631612300872803,0.6830999851226807,1.008581280708313,15
0.7021499872207642,0.9380077123641968,0.6866000294685364,1.0046173334121704,16
0.702750027179718,0.9316076040267944,0.6984000205993652,0.9873796701431274,17
